"run_id","scenario","label","sublabel","scenario_variant","actor_profile","intensity","benign_activity_level","generator_version","planned_request_count","actual_request_count","safety_limit_applied","target_endpoint_family","attacker_host_type","attacker_source_ip","target_web_base","traffic_tool","attack_mode","distributed","source_count","expected_source_count","expected_distributed","observed_webapp_source_count","observed_nginx_source_count","dominant_webapp_source_ip","dominant_nginx_source_ip","webapp_same_source_request_ratio","nginx_same_source_request_ratio","source_ip_metadata_matches_webapp","source_ip_metadata_matches_nginx","ddos_candidate_by_webapp_sources","ddos_candidate_by_nginx_sources","distributed_evidence_confirmed","observed_source_count","top_source_ip_ratio","source_distribution_summary","verification_passed","archive_event_count","alert_event_count","wazuh_archive_evidence_present","wazuh_webapp_log_count","wazuh_nginx_access_count","wazuh_json_decoder_count","wazuh_web_accesslog_decoder_count","webapp_slice_lines","nginx_slice_lines","invalid_webapp_json_lines","request_completed_count","webapp_request_completed_count","nginx_request_count","run_duration_seconds","request_rate_per_second","peak_request_rate_per_second","unique_path_count","repeated_path_count","search_query_count","burst_search_count","human_repeated_search_count","page_view_count","login_page_view_count","admin_access_count","successful_web_login_count","status_2xx_count","status_3xx_count","status_4xx_count","status_5xx_count","error_status_count","error_rate","avg_response_time_ms","max_response_time_ms","p95_response_time_ms","avg_request_duration_ms","max_request_duration_ms","health_check_count","health_check_failed_count","avg_health_check_latency_ms","max_health_check_latency_ms","nginx_error_count"
"benign-20260607T132426Z-081","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","demo_operator","High","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","35","35","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","191","27","True","52","36","52","36","52","36","0","36","36","36","13.431","2.68","4","12","6","10","0","0","6","1","0","0","36","0","0","0","0","0","4.304","16.791","16.409","4.304","16.791","20","0","0.503","1.747","0"
"benign-20260607T132426Z-082","Benign","Benign","heavy_search_benign","heavy_search_benign","normal_user","Low","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","15","15","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","132","27","True","31","16","31","16","31","16","0","16","16","16","5.177","3.091","4","10","5","7","0","0","8","3","0","0","16","0","0","0","0","0","6.023","14.676","14.676","6.023","14.676","1","0","0.646","0.646","0"
"benign-20260607T132426Z-083","Benign","Benign","heavy_search_benign","heavy_search_benign","careless_user","Medium","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","28","28","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","184","27","True","57","29","57","29","57","29","0","29","29","29","11.289","2.569","3","18","7","17","0","0","11","5","0","0","29","0","0","0","0","0","11.903","43.371","31.847","11.903","43.371","1","0","1.517","1.517","0"
"benign-20260607T132426Z-084","Benign","Benign","normal_browsing","normal_browsing","demo_operator","High","baseline","controlled-telemetry-v0.2-diversity","44","46","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","260","27","True","93","47","94","47","93","47","0","47","47","47","18.146","2.59","3","18","8","17","0","0","27","13","1","1","47","0","0","0","0","0","16.884","338.576","19.329","16.884","338.576","1","0","0.392","0.392","0"
"benign-20260607T132426Z-085","Benign","Benign","heavy_search_benign","heavy_search_benign","normal_user","Low","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","15","15","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","130","27","True","31","16","31","16","31","16","0","16","16","16","5.905","2.71","3","13","5","10","0","0","5","4","0","0","16","0","0","0","0","0","8.841","17.236","17.236","8.841","17.236","1","0","2.098","2.098","0"
"benign-20260607T132426Z-086","Benign","Benign","normal_browsing","normal_browsing","careless_user","Medium","baseline","controlled-telemetry-v0.2-diversity","26","28","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","184","27","True","57","29","58","29","57","29","0","29","29","29","10.79","2.688","3","14","6","10","0","0","16","8","1","1","29","0","0","0","0","0","18.263","300.999","17.156","18.263","300.999","1","0","0.376","0.376","0"
"benign-20260607T132426Z-087","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","demo_operator","High","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","31","31","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","174","27","True","46","32","46","32","46","32","0","32","32","32","11.69","2.737","4","8","4","4","0","0","10","1","0","0","32","0","0","0","0","0","5.695","21.372","17.022","5.695","21.372","18","0","0.542","1.566","0"
"benign-20260607T132426Z-088","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","normal_user","Low","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","15","15","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","137","27","True","25","16","25","16","25","16","0","16","16","16","5.752","2.782","3","9","4","5","0","0","4","1","0","0","16","0","0","0","0","0","7.589","22.486","22.486","7.589","22.486","7","0","0.499","0.894","0"
"benign-20260607T132426Z-089","Benign","Benign","benign_burst_without_attack","benign_burst_without_attack","careless_user","Medium","hard_negative_benign_burst","controlled-telemetry-v0.2-diversity","26","26","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","171","27","True","48","27","49","27","48","27","0","27","27","27","10.108","2.671","3","14","8","14","0","0","6","1","0","0","27","0","0","0","0","0","19.352","329.705","16.383","19.352","329.705","6","0","0.86","2.724","0"
"benign-20260607T132426Z-090","Benign","Benign","heavy_search_benign","heavy_search_benign","demo_operator","High","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","37","37","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","220","27","True","75","38","75","38","75","38","0","38","38","38","15","2.533","3","20","9","22","0","0","15","8","0","0","38","0","0","0","0","0","8.094","17.489","16.12","8.094","17.489","1","0","0.647","0.647","0"
"benign-20260607T132426Z-091","Benign","Benign","normal_browsing","normal_browsing","normal_user","Low","baseline","controlled-telemetry-v0.2-diversity","10","12","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","122","27","True","25","13","26","13","25","13","0","13","13","13","5.246","2.478","3","8","4","2","0","0","8","4","1","1","13","0","0","0","0","0","31.468","304.953","304.953","31.468","304.953","1","0","0.555","0.555","0"
"benign-20260607T132426Z-092","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","careless_user","Medium","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","22","22","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","161","27","True","35","23","35","23","35","23","0","23","23","23","8.651","2.659","3","7","4","3","0","0","9","1","0","0","23","0","0","0","0","0","3.946","12.935","10.202","3.946","12.935","11","0","0.418","0.556","0"
"benign-20260607T132426Z-093","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","demo_operator","High","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","44","44","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","227","27","True","63","45","63","45","63","45","0","45","45","45","16.86","2.669","4","11","5","8","0","0","10","1","0","0","45","0","0","0","0","0","3.365","23.318","11.254","3.365","23.318","27","0","0.388","0.723","0"
"benign-20260607T132426Z-094","Benign","Benign","repeated_endpoint_benign","repeated_endpoint_benign","normal_user","Low","hard_negative_repeated_endpoint_activity","controlled-telemetry-v0.2-diversity","9","9","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","109","27","True","19","10","19","10","19","10","0","10","10","10","3.715","2.692","3","7","4","3","0","0","6","1","0","0","10","0","0","0","0","0","9.688","16.068","16.068","9.688","16.068","1","0","0.537","0.537","0"
"benign-20260607T132426Z-095","Benign","Benign","healthcheck_heavy_benign","healthcheck_heavy_benign","careless_user","Medium","hard_negative_healthcheck_activity","controlled-telemetry-v0.2-diversity","28","28","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","168","27","True","39","29","39","29","39","29","0","29","29","29","10.496","2.763","3","9","6","7","0","0","3","1","0","0","29","0","0","0","0","0","3.676","21.913","11.291","3.676","21.913","19","0","0.452","0.908","0"
"benign-20260607T132426Z-096","Benign","Benign","heavy_search_benign","heavy_search_benign","demo_operator","High","hard_negative_search_activity","controlled-telemetry-v0.2-diversity","39","39","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","233","27","True","79","39","79","39","79","40","0","40","40","40","15.425","2.593","3","16","13","23","0","0","16","8","0","0","40","0","0","0","0","0","8.047","16.074","14.419","8.047","16.074","1","0","0.985","0.985","0"
"benign-20260607T132426Z-097","Benign","Benign","normal_browsing","normal_browsing","normal_user","Low","baseline","controlled-telemetry-v0.2-diversity","11","13","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","126","27","True","27","14","28","14","27","14","0","14","14","14","5.286","2.649","4","8","4","2","0","0","9","4","1","1","14","0","0","0","0","0","30.093","304.522","304.522","30.093","304.522","1","0","0.516","0.516","0"
"benign-20260607T132426Z-098","Benign","Benign","normal_browsing","normal_browsing","careless_user","Medium","baseline","controlled-telemetry-v0.2-diversity","27","29","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","200","27","True","59","30","60","30","59","30","0","30","30","30","12.155","2.468","4","13","6","9","0","0","18","9","1","1","30","0","0","0","0","0","19.154","336.931","13.357","19.154","336.931","1","0","0.635","0.635","0"
"benign-20260607T132426Z-099","Benign","Benign","mixed_user_journey_benign","mixed_user_journey_benign","demo_operator","High","hard_negative_mixed_user_journey","controlled-telemetry-v0.2-diversity","31","33","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","214","27","True","65","34","71","34","65","34","0","34","34","34","14.479","2.348","3","10","6","4","0","0","15","9","6","6","34","0","0","0","0","0","62.351","330.52","323.915","62.351","330.52","3","0","0.442","0.571","0"
"benign-20260607T132426Z-100","Benign","Benign","repeated_endpoint_benign","repeated_endpoint_benign","normal_user","Low","hard_negative_repeated_endpoint_activity","controlled-telemetry-v0.2-diversity","12","12","False","web_app_auth_and_health","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","145","27","True","25","13","25","13","25","13","0","13","13","13","4.673","2.782","3","6","5","3","0","0","9","3","0","0","13","0","0","0","0","0","14.927","58.073","58.073","14.927","58.073","1","0","0.467","0.467","0"
"lightdos-20260607T132426Z-101","LightDos","DoS_DDoS","sustained_low_pressure","sustained_low_pressure","attacker_single_ip","Low","not_applicable","controlled-telemetry-v0.2-diversity","10","10","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","109","27","True","19","11","19","11","19","11","0","11","11","11","6.362","1.729","2","9","5","6","0","0","2","1","0","0","11","0","0","0","0","0","10.321","20.796","20.796","10.321","20.796","3","0","1.021","1.653","0"
"lightdos-20260607T132426Z-102","LightDos","DoS_DDoS","search_endpoint_pressure","search_endpoint_pressure","attacker_noisy","Medium","not_applicable","controlled-telemetry-v0.2-diversity","22","22","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","160","27","True","44","23","44","23","44","23","0","23","23","23","8.738","2.632","3","16","8","20","0","0","1","0","0","0","23","0","0","0","0","0","7.63","15.456","12.889","7.63","15.456","2","0","0.55","0.626","0"
"lightdos-20260607T132426Z-103","LightDos","DoS_DDoS","homepage_refresh_pressure","homepage_refresh_pressure","attacker_single_ip","High","not_applicable","controlled-telemetry-v0.2-diversity","42","42","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","227","27","True","84","42","84","42","84","43","0","43","43","43","17.49","2.459","3","2","2","0","0","0","41","0","0","0","43","0","0","0","0","0","10.424","23.489","18.774","10.424","23.489","2","0","0.505","0.519","0"
"lightdos-20260607T132426Z-104","LightDos","DoS_DDoS","search_endpoint_pressure","search_endpoint_pressure","attacker_noisy","Low","not_applicable","controlled-telemetry-v0.2-diversity","15","15","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","144","27","True","30","16","30","16","30","16","0","16","16","16","5.959","2.685","3","14","5","13","0","0","1","0","0","0","16","0","0","0","0","0","9.984","18.051","18.051","9.984","18.051","2","0","0.756","0.98","0"
"lightdos-20260607T132426Z-105","LightDos","DoS_DDoS","sustained_low_pressure","sustained_low_pressure","attacker_single_ip","Medium","not_applicable","controlled-telemetry-v0.2-diversity","34","34","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","223","27","True","63","35","63","35","63","35","0","35","35","35","17.259","2.028","3","20","9","22","0","0","6","5","0","0","35","0","0","0","0","0","7.387","20.741","17.142","7.387","20.741","7","0","0.427","0.523","0"
"lightdos-20260607T132426Z-106","LightDos","DoS_DDoS","login_page_pressure","login_page_pressure","attacker_noisy","High","not_applicable","controlled-telemetry-v0.2-diversity","40","40","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","227","27","True","80","41","80","41","80","41","0","41","41","41","15.455","2.653","4","3","3","0","0","0","39","38","0","0","41","0","0","0","0","0","9.348","19.199","13.259","9.348","19.199","2","0","0.924","1.378","0"
"lightdos-20260607T132426Z-107","LightDos","DoS_DDoS","health_endpoint_pressure","health_endpoint_pressure","attacker_single_ip","Low","not_applicable","controlled-telemetry-v0.2-diversity","20","20","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","132","27","True","22","21","22","21","22","21","0","21","21","21","8.081","2.599","3","2","2","0","0","0","1","0","0","0","21","0","0","0","0","0","1.051","13.034","1.447","1.051","13.034","20","0","0.451","1.447","0"
"lightdos-20260607T132426Z-108","LightDos","DoS_DDoS","slow_low_rate_pressure","slow_low_rate_pressure","attacker_noisy","Medium","not_applicable","controlled-telemetry-v0.2-diversity","33","33","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","193","27","True","58","34","58","34","58","34","0","34","34","34","18.13","1.875","3","15","5","16","0","0","8","0","0","0","34","0","0","0","0","0","6.95","58.066","13.068","6.95","58.066","10","0","0.692","2.067","0"
"lightdos-20260607T132426Z-109","LightDos","DoS_DDoS","health_endpoint_pressure","health_endpoint_pressure","attacker_single_ip","High","not_applicable","controlled-telemetry-v0.2-diversity","41","41","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","275","27","True","43","42","43","42","43","42","0","42","42","42","16.179","2.596","3","2","2","0","0","0","1","0","0","0","42","0","0","0","0","0","0.811","13.294","1.262","0.811","13.294","41","0","0.507","1.863","0"
"lightdos-20260607T132426Z-110","LightDos","DoS_DDoS","slow_low_rate_pressure","slow_low_rate_pressure","attacker_noisy","Low","not_applicable","controlled-telemetry-v0.2-diversity","17","17","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","135","27","True","30","18","30","18","30","18","0","18","18","18","8.637","2.084","3","10","4","8","0","0","4","0","0","0","18","0","0","0","0","0","10.651","82.43","82.43","10.651","82.43","6","0","0.443","0.816","0"
"lightdos-20260607T132426Z-111","LightDos","DoS_DDoS","login_page_pressure","login_page_pressure","attacker_single_ip","Medium","not_applicable","controlled-telemetry-v0.2-diversity","23","23","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","164","27","True","46","24","46","24","46","24","0","24","24","24","8.391","2.86","4","3","3","0","0","0","22","21","0","0","24","0","0","0","0","0","10.176","41.578","14.423","10.176","41.578","2","0","0.935","1.32","0"
"lightdos-20260607T132426Z-112","LightDos","DoS_DDoS","mixed_endpoint_pressure","mixed_endpoint_pressure","attacker_noisy","High","not_applicable","controlled-telemetry-v0.2-diversity","49","49","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","417","27","True","88","50","88","50","88","50","0","50","50","50","20.066","2.492","4","14","6","13","0","0","25","13","0","0","50","0","0","0","0","0","6.994","17.933","13.367","6.994","17.933","12","0","0.583","1.385","0"
"lightdos-20260607T132426Z-113","LightDos","DoS_DDoS","homepage_refresh_pressure","homepage_refresh_pressure","attacker_single_ip","Low","not_applicable","controlled-telemetry-v0.2-diversity","15","15","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","134","29","True","34","18","34","18","34","19","0","19","19","19","5.939","3.199","5","5","3","0","0","0","15","0","0","0","17","0","2","0","2","0.105","8.515","22.514","22.514","8.515","22.514","2","0","0.484","0.535","0"
"lightdos-20260607T132426Z-114","LightDos","DoS_DDoS","health_endpoint_pressure","health_endpoint_pressure","attacker_noisy","Medium","not_applicable","controlled-telemetry-v0.2-diversity","25","25","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","161","27","True","27","26","27","26","27","26","0","26","26","26","9.937","2.616","3","2","2","0","0","0","1","0","0","0","26","0","0","0","0","0","0.837","9.765","1.864","0.837","9.765","25","0","0.48","1.864","0"
"lightdos-20260607T132426Z-115","LightDos","DoS_DDoS","slow_low_rate_pressure","slow_low_rate_pressure","attacker_single_ip","High","not_applicable","controlled-telemetry-v0.2-diversity","38","38","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","223","27","True","67","39","67","39","67","39","0","39","39","39","19.883","1.961","3","15","7","18","0","0","10","0","0","0","39","0","0","0","0","0","6.365","18.997","15.46","6.365","18.997","11","0","0.577","1.12","0"
"lightdos-20260607T132426Z-116","LightDos","DoS_DDoS","homepage_refresh_pressure","homepage_refresh_pressure","attacker_noisy","Low","not_applicable","controlled-telemetry-v0.2-diversity","19","19","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","157","27","True","38","19","38","19","38","20","0","20","20","20","7.43","2.692","3","2","2","0","0","0","18","0","0","0","20","0","0","0","0","0","10.044","18.027","17.03","10.044","18.027","2","0","0.466","0.593","0"
"lightdos-20260607T132426Z-117","LightDos","DoS_DDoS","short_spike_pressure","short_spike_pressure","attacker_single_ip","Medium","not_applicable","controlled-telemetry-v0.2-diversity","32","32","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","209","27","True","64","33","64","33","64","33","0","33","33","33","5.047","6.539","7","18","8","24","0","0","7","0","0","0","33","0","0","0","0","0","7.963","14.405","13.452","7.963","14.405","2","0","0.413","0.448","0"
"lightdos-20260607T132426Z-118","LightDos","DoS_DDoS","sustained_low_pressure","sustained_low_pressure","attacker_noisy","High","not_applicable","controlled-telemetry-v0.2-diversity","41","41","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","224","27","True","76","42","76","42","76","42","0","42","42","42","21.83","1.924","3","17","13","27","0","0","7","6","0","0","42","0","0","0","0","0","7.399","16.037","14.887","7.399","16.037","8","0","0.418","0.598","0"
"lightdos-20260607T132426Z-119","LightDos","DoS_DDoS","mixed_endpoint_pressure","mixed_endpoint_pressure","attacker_single_ip","Low","not_applicable","controlled-telemetry-v0.2-diversity","10","10","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","114","27","True","15","11","15","11","15","11","0","11","11","11","4.268","2.577","3","5","3","1","0","0","3","1","0","0","11","0","0","0","0","0","4.027","11.72","11.72","4.027","11.72","7","0","0.568","1.17","0"
"lightdos-20260607T132426Z-120","LightDos","DoS_DDoS","homepage_refresh_pressure","homepage_refresh_pressure","attacker_noisy","Medium","not_applicable","controlled-telemetry-v0.2-diversity","26","26","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","168","27","True","52","26","52","26","52","27","0","27","27","27","10.265","2.63","4","2","2","0","0","0","25","0","0","0","27","0","0","0","0","0","10.258","57.324","20.251","10.258","57.324","2","0","1.668","2.794","0"
"lightdos-20260607T132426Z-121","LightDos","DoS_DDoS","slow_low_rate_pressure","slow_low_rate_pressure","attacker_single_ip","High","not_applicable","controlled-telemetry-v0.2-diversity","48","48","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","257","27","True","85","49","85","49","85","49","0","49","49","49","23.954","2.046","3","18","9","24","0","0","12","0","0","0","49","0","0","0","0","0","8.282","22.085","15.23","8.282","22.085","13","0","0.561","1.259","0"
"lightdos-20260607T132426Z-122","LightDos","DoS_DDoS","mixed_endpoint_pressure","mixed_endpoint_pressure","attacker_noisy","Low","not_applicable","controlled-telemetry-v0.2-diversity","13","13","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","158","27","True","25","14","25","14","25","14","0","14","14","14","5.956","2.351","3","7","4","3","0","0","8","3","0","0","14","0","0","0","0","0","11.289","21.669","21.669","11.289","21.669","3","0","0.428","0.486","0"
"lightdos-20260607T132426Z-123","LightDos","DoS_DDoS","health_endpoint_pressure","health_endpoint_pressure","attacker_single_ip","Medium","not_applicable","controlled-telemetry-v0.2-diversity","35","35","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","185","27","True","37","36","37","36","37","36","0","36","36","36","12.468","2.887","4","2","2","0","0","0","1","0","0","0","36","0","0","0","0","0","0.73","10.742","1.646","0.73","10.742","35","0","0.444","1.646","0"
"lightdos-20260607T132426Z-124","LightDos","DoS_DDoS","mixed_endpoint_pressure","mixed_endpoint_pressure","attacker_noisy","High","not_applicable","controlled-telemetry-v0.2-diversity","40","40","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","220","27","True","70","41","70","41","70","41","0","41","41","41","17.672","2.32","3","10","4","6","0","0","23","8","0","0","41","0","0","0","0","0","7.03","27.135","15.684","7.03","27.135","12","0","0.57","2.049","0"
"lightdos-20260607T132426Z-125","LightDos","DoS_DDoS","homepage_refresh_pressure","homepage_refresh_pressure","attacker_single_ip","Low","not_applicable","controlled-telemetry-v0.2-diversity","11","11","False","web_app_service_stress","","","","","",,,,,"1","1","192.168.1.103","192.168.1.103","1","1",,,"False","False","False","1","1","webapp_sources=1;nginx_sources=1;webapp_ratio=1;nginx_ratio=1","True","119","27","True","22","12","22","12","22","12","0","12","12","12","4.153","2.889","3","2","2","0","0","0","10","0","0","0","12","0","0","0","0","0","8.631","16.395","16.395","8.631","16.395","2","0","0.578","0.625","0"
